mn_type,mn_id,nerve,subsystem,thorax,side,joint,dof,actuator_name,sign,action,gain,bias,confidence,notes
MNad69_AbNT_L,10524,AbNT,abdomen,Ab,left,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbNT, side=L"
MNad69_AbNT_R,10676,AbNT,abdomen,Ab,right,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbNT, side=R"
MNfl10_ProLN_L,17664,ProLN,leg,T1,left,,,,,,1.0,0.0,low,leg auto (nerve ProLN); pick joint/DoF for T1 left
MNfl10_ProLN_R,18483,ProLN,leg,T1,right,,,,,,1.0,0.0,low,leg auto (nerve ProLN); pick joint/DoF for T1 right
MNhl01_AbN1_L,221983,AbN1,abdomen,Ab,left,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=L"
MNhl01_AbN1_R,15735,AbN1,abdomen,Ab,right,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=R"
MNhl02_AbN1_L,11813,AbN1,abdomen,Ab,left,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=L"
MNhl02_AbN1_R,11274,AbN1,abdomen,Ab,right,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=R"
MNhl29_MetaLN_L,102123,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl29_MetaLN_R,14649,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl59_MetaLN_L,11809,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl59_MetaLN_R,13543,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl60_MetaLN_L,157709,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl60_MetaLN_R,27205,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl61_MetaLN_L,27757,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl61_MetaLN_R,19744,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl62_AbN1_L,27479,AbN1,abdomen,Ab,left,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=L"
MNhl62_AbN1_R,17970,AbN1,abdomen,Ab,right,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=R"
MNhl63_MetaLN_L,25599,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl63_MetaLN_R,15550,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl64_MetaLN_L,29474,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl64_MetaLN_R,13740,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl65_MetaLN_L,19480,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl65_MetaLN_R,13144,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl66_MetaLN_L,13095,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl66_MetaLN_R,12800,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl67_MetaLN_R,11480,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl67_MetaLN_R,12504,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl68_MetaLN_L,14339,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl68_MetaLN_R,10968,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl68_MetaLN_R,13512,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl69_MetaLN_L,100824,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl70_MetaLN_L,35407,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl71_MetaLN_L,192364,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl72_MetaLN_L,37741,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl73_MetaLN_L,163009,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl74_MetaLN_L,15879,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl75_MetaLN_R,14622,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl87_MetaLN_L,17761,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl87_MetaLN_R,15857,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhl88_MetaLN_L,17905,MetaLN,leg,T3,left,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 left
MNhl88_MetaLN_R,13883,MetaLN,leg,T3,right,,,,,,1.0,0.0,low,leg auto (nerve MetaLN); pick joint/DoF for T3 right
MNhm03_AbN1_L,10825,AbN1,abdomen,Ab,left,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=L"
MNhm03_AbN1_R,18566,AbN1,abdomen,Ab,right,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=R"
MNhm42_AbN1_L,10571,AbN1,abdomen,Ab,left,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=L"
MNhm42_AbN1_R,49582,AbN1,abdomen,Ab,right,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=R"
MNhm43_AbN1_L,17216,AbN1,abdomen,Ab,left,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=L"
MNhm43_AbN1_R,24257,AbN1,abdomen,Ab,right,abdomen,main,abdomen,,,1.0,0.0,strong,"auto by subsystem=abdomen, nerve=AbN1, side=R"
MNml10_MesoLN_L,20378,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml10_MesoLN_R,29509,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml29_MesoLN_L,19773,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml29_MesoLN_R,12196,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml76_MesoLN_L,162825,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml76_MesoLN_R,156505,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml77_MesoLN_L,103416,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml77_MesoLN_R,200065,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml78_MesoLN_L,167919,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml78_MesoLN_L,20551,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml78_MesoLN_L,30709,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml78_MesoLN_R,30781,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml78_MesoLN_R,35950,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml78_MesoLN_R,39941,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml79_MesoLN_L,17964,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml79_MesoLN_R,32253,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml80_MesoLN_L,17697,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml80_MesoLN_L,25956,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml80_MesoLN_R,15616,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml81_MesoLN_L,13036,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml81_MesoLN_R,14828,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml82_MesoLN_L,101909,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml83_MesoLN_L,17036,MesoLN,leg,T2,left,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 left
MNml84_MesoLN_R,16497,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml85_MesoLN_R,16017,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNml86_MesoLN_R,162827,MesoLN,leg,T2,right,,,,,,1.0,0.0,low,leg auto (nerve MesoLN); pick joint/DoF for T2 right
MNnm03_DProN_L,156960,DProN,head,T1,left,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm03_DProN_L,156960,DProN,head,T1,left,antenna,abduct,antenna_abduct_left, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm03_DProN_R,45594,DProN,head,T1,right,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm03_DProN_R,45594,DProN,head,T1,right,antenna,abduct,antenna_abduct_right, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm07_DProN_L,26924,DProN,head,T1,left,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm07_DProN_L,26924,DProN,head,T1,left,antenna,abduct,antenna_abduct_left, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm07_DProN_R,15789,DProN,head,T1,right,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm07_DProN_R,15789,DProN,head,T1,right,antenna,abduct,antenna_abduct_right, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm08_DProN_L,11059,DProN,head,T1,left,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm08_DProN_L,11059,DProN,head,T1,left,antenna,abduct,antenna_abduct_left, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm08_DProN_R,11954,DProN,head,T1,right,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm08_DProN_R,11954,DProN,head,T1,right,antenna,abduct,antenna_abduct_right, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm09_DProN_L,12603,DProN,head,T1,left,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm09_DProN_L,12603,DProN,head,T1,left,antenna,abduct,antenna_abduct_left, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm09_DProN_R,24149,DProN,head,T1,right,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm09_DProN_R,24149,DProN,head,T1,right,antenna,abduct,antenna_abduct_right, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm10_DProN_L,178721,DProN,head,T1,left,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm10_DProN_L,178721,DProN,head,T1,left,antenna,abduct,antenna_abduct_left, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm10_DProN_R,11033,DProN,head,T1,right,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm10_DProN_R,11033,DProN,head,T1,right,antenna,abduct,antenna_abduct_right, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm11_DProN_L,102542,DProN,head,T1,left,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm11_DProN_L,102542,DProN,head,T1,left,antenna,abduct,antenna_abduct_left, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm11_DProN_R,23937,DProN,head,T1,right,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm11_DProN_R,23937,DProN,head,T1,right,antenna,abduct,antenna_abduct_right, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm12_DProN_L,15923,DProN,head,T1,left,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm12_DProN_L,15923,DProN,head,T1,left,antenna,abduct,antenna_abduct_left, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm12_DProN_R,18717,DProN,head,T1,right,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm12_DProN_R,18717,DProN,head,T1,right,antenna,abduct,antenna_abduct_right, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm13_DProN_L,13974,DProN,head,T1,left,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm13_DProN_L,13974,DProN,head,T1,left,antenna,abduct,antenna_abduct_left, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm13_DProN_R,15244,DProN,head,T1,right,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm13_DProN_R,15244,DProN,head,T1,right,antenna,abduct,antenna_abduct_right, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm14_DProN_L,153756,DProN,head,T1,left,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm14_DProN_L,153756,DProN,head,T1,left,antenna,abduct,antenna_abduct_left, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=L"
MNnm14_DProN_R,15049,DProN,head,T1,right,head,main,head,,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNnm14_DProN_R,15049,DProN,head,T1,right,antenna,abduct,antenna_abduct_right, +1,,1.0,0.0,strong,"auto by subsystem=head, nerve=DProN, side=R"
MNwm34_PDMNp_L,10068,PDMN,wing,T2,left,wing,pitch,wing_pitch_left,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=PDMN, side=L"
MNwm34_PDMNp_R,10110,PDMN,wing,T2,right,wing,pitch,wing_pitch_right,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=PDMN, side=R"
MNwm35_MesoAN_L,11991,MesoAN,wing,T2,left,wing,pitch,wing_pitch_left,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=MesoAN, side=L"
MNwm35_MesoAN_R,13665,MesoAN,wing,T2,right,wing,pitch,wing_pitch_right,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=MesoAN, side=R"
MNwm36_MesoAN_L,10178,MesoAN,wing,T2,left,wing,pitch,wing_pitch_left,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=MesoAN, side=L"
MNwm36_MesoAN_R,46457,MesoAN,wing,T2,right,wing,pitch,wing_pitch_right,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=MesoAN, side=R"
MNxm01_PDMNa_L,12009,PDMN,wing,T2,left,wing,pitch,wing_pitch_left,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=PDMN, side=L"
MNxm01_PDMNa_R,11372,PDMN,wing,T2,right,wing,pitch,wing_pitch_right,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=PDMN, side=R"
MNxm02_DMetaN_L,13072,DMetaN,,,left,,,,,,1.0,0.0,low,unmapped nerve DMetaN; fill manually
MNxm02_DMetaN_R,12308,DMetaN,,,right,,,,,,1.0,0.0,low,unmapped nerve DMetaN; fill manually
MNxm03_DMetaN_L,16167,DMetaN,,,left,,,,,,1.0,0.0,low,unmapped nerve DMetaN; fill manually
MNxm03_DMetaN_R,13478,DMetaN,,,right,,,,,,1.0,0.0,low,unmapped nerve DMetaN; fill manually
TTMn,10068,,,,,,,,,,1.0,0.0,low,unmapped nerve unknown; fill manually
TTMn,10110,,,,,,,,,,1.0,0.0,low,unmapped nerve unknown; fill manually
